COUNTY,PRECINCT,CANDIDATE,Timestamp,VOTES,TOTAL_VOTES
Cambria,Dale Borough Voting Precinct,trumpd,12/27/2021 20:35:30.245083,230,406
Cambria,Dean Township Voting Precinct,bidenj,12/27/2021 20:35:30.245083,51,224
Cambria,Dean Township Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,2,224
Cambria,Dean Township Voting Precinct,other,12/27/2021 20:35:30.245083,0,224
Cambria,Dean Township Voting Precinct,trumpd,12/27/2021 20:35:30.245083,171,224
Cambria,East Carroll Township - North Voting Precinct,bidenj,12/27/2021 20:35:30.245083,61,204
Cambria,East Carroll Township - North Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,1,204
Cambria,East Carroll Township - North Voting Precinct,other,12/27/2021 20:35:30.245083,1,204
Cambria,East Carroll Township - North Voting Precinct,trumpd,12/27/2021 20:35:30.245083,141,204
Cambria,East Carroll Township - South Voting Precinct,bidenj,12/27/2021 20:35:30.245083,146,747
Cambria,East Carroll Township - South Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,9,747
Cambria,East Carroll Township - South Voting Precinct,other,12/27/2021 20:35:30.245083,3,747
Cambria,East Carroll Township - South Voting Precinct,trumpd,12/27/2021 20:35:30.245083,589,747
Cambria,East Conemaugh Borough Voting Precinct,bidenj,12/27/2021 20:35:30.245083,155,452
Cambria,East Conemaugh Borough Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,6,452
Cambria,East Conemaugh Borough Voting Precinct,other,12/27/2021 20:35:30.245083,1,452
Cambria,East Conemaugh Borough Voting Precinct,trumpd,12/27/2021 20:35:30.245083,290,452
Cambria,East Taylor Township - No. 1 Voting Precinct,bidenj,12/27/2021 20:35:30.245083,216,944
Cambria,East Taylor Township - No. 1 Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,13,944
Cambria,East Taylor Township - No. 1 Voting Precinct,other,12/27/2021 20:35:30.245083,0,944
Cambria,East Taylor Township - No. 1 Voting Precinct,trumpd,12/27/2021 20:35:30.245083,715,944
Cambria,East Taylor Township No. 2 Voting Precinct,bidenj,12/27/2021 20:35:30.245083,132,492
Cambria,East Taylor Township No. 2 Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,8,492
Cambria,East Taylor Township No. 2 Voting Precinct,other,12/27/2021 20:35:30.245083,0,492
Cambria,East Taylor Township No. 2 Voting Precinct,trumpd,12/27/2021 20:35:30.245083,352,492
Cambria,Ebensburg Borough - Center Voting Precinct,bidenj,12/27/2021 20:35:30.245083,219,577
Cambria,Ebensburg Borough - Center Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,5,577
Cambria,Ebensburg Borough - Center Voting Precinct,other,12/27/2021 20:35:30.245083,0,577
Cambria,Ebensburg Borough - Center Voting Precinct,trumpd,12/27/2021 20:35:30.245083,353,577
Cambria,Ebensburg Borough - East Voting Precinct,bidenj,12/27/2021 20:35:30.245083,248,662
Cambria,Ebensburg Borough - East Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,9,662
Cambria,Ebensburg Borough - East Voting Precinct,other,12/27/2021 20:35:30.245083,4,662
Cambria,Ebensburg Borough - East Voting Precinct,trumpd,12/27/2021 20:35:30.245083,401,662
Cambria,Ebensburg Borough - West Voting Precinct,bidenj,12/27/2021 20:35:30.245083,304,770
Cambria,Ebensburg Borough - West Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,14,770
Cambria,Ebensburg Borough - West Voting Precinct,other,12/27/2021 20:35:30.245083,3,770
Cambria,Ebensburg Borough - West Voting Precinct,trumpd,12/27/2021 20:35:30.245083,449,770
Cambria,Ehrenfeld Borough Voting Precinct,bidenj,12/27/2021 20:35:30.245083,27,91
Cambria,Ehrenfeld Borough Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,2,91
Cambria,Ehrenfeld Borough Voting Precinct,other,12/27/2021 20:35:30.245083,1,91
Cambria,Ehrenfeld Borough Voting Precinct,trumpd,12/27/2021 20:35:30.245083,61,91
Cambria,Elder Township Voting Precinct,bidenj,12/27/2021 20:35:30.245083,120,496
Cambria,Elder Township Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,2,496
Cambria,Elder Township Voting Precinct,other,12/27/2021 20:35:30.245083,1,496
Cambria,Elder Township Voting Precinct,trumpd,12/27/2021 20:35:30.245083,373,496
Cambria,Ferndale Borough Voting Precinct,bidenj,12/27/2021 20:35:30.245083,269,771
Cambria,Ferndale Borough Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,10,771
Cambria,Ferndale Borough Voting Precinct,other,12/27/2021 20:35:30.245083,2,771
Cambria,Ferndale Borough Voting Precinct,trumpd,12/27/2021 20:35:30.245083,490,771
Cambria,Franklin Borough Voting Precinct,bidenj,12/27/2021 20:35:30.245083,61,144
Cambria,Franklin Borough Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,2,144
Cambria,Franklin Borough Voting Precinct,other,12/27/2021 20:35:30.245083,1,144
Cambria,Franklin Borough Voting Precinct,trumpd,12/27/2021 20:35:30.245083,80,144
Cambria,Gallitzin Borough Voting Precinct,bidenj,12/27/2021 20:35:30.245083,198,774
Cambria,Gallitzin Borough Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,10,774
Cambria,Gallitzin Borough Voting Precinct,other,12/27/2021 20:35:30.245083,4,774
Cambria,Gallitzin Borough Voting Precinct,trumpd,12/27/2021 20:35:30.245083,562,774
Cambria,Gallitzin Township Voting Precinct,bidenj,12/27/2021 20:35:30.245083,135,733
Cambria,Gallitzin Township Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,9,733
Cambria,Gallitzin Township Voting Precinct,other,12/27/2021 20:35:30.245083,2,733
Cambria,Gallitzin Township Voting Precinct,trumpd,12/27/2021 20:35:30.245083,587,733
Cambria,Geistown Borough No. 1 Voting Precinct,bidenj,12/27/2021 20:35:30.245083,198,586
Cambria,Geistown Borough No. 1 Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,6,586
Cambria,Geistown Borough No. 1 Voting Precinct,other,12/27/2021 20:35:30.245083,0,586
Cambria,Geistown Borough No. 1 Voting Precinct,trumpd,12/27/2021 20:35:30.245083,382,586
Cambria,Geistown Borough No. 2 Voting Precinct,bidenj,12/27/2021 20:35:30.245083,260,880
Cambria,Geistown Borough No. 2 Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,12,880
Cambria,Geistown Borough No. 2 Voting Precinct,other,12/27/2021 20:35:30.245083,2,880
Cambria,Geistown Borough No. 2 Voting Precinct,trumpd,12/27/2021 20:35:30.245083,606,880
Cambria,Hastings Borough Voting Precinct,bidenj,12/27/2021 20:35:30.245083,177,618
Cambria,Hastings Borough Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,10,618
Cambria,Hastings Borough Voting Precinct,other,12/27/2021 20:35:30.245083,3,618
Cambria,Hastings Borough Voting Precinct,trumpd,12/27/2021 20:35:30.245083,428,618
Cambria,Jackson Township - Vinco Voting Precinct,bidenj,12/27/2021 20:35:30.245083,234,1004
Cambria,Jackson Township - Vinco Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,9,1004
Cambria,Jackson Township - Vinco Voting Precinct,other,12/27/2021 20:35:30.245083,3,1004
Cambria,Jackson Township - Vinco Voting Precinct,trumpd,12/27/2021 20:35:30.245083,758,1004
Cambria,Jackson Township No. 1 Voting Precinct,bidenj,12/27/2021 20:35:30.245083,113,495
Cambria,Jackson Township No. 1 Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,5,495
Cambria,Jackson Township No. 1 Voting Precinct,other,12/27/2021 20:35:30.245083,1,495
Cambria,Jackson Township No. 1 Voting Precinct,trumpd,12/27/2021 20:35:30.245083,376,495
Cambria,Jackson Township No.3 Voting Precinct,bidenj,12/27/2021 20:35:30.245083,197,975
Cambria,Jackson Township No.3 Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,6,975
Cambria,Jackson Township No.3 Voting Precinct,other,12/27/2021 20:35:30.245083,1,975
Cambria,Jackson Township No.3 Voting Precinct,trumpd,12/27/2021 20:35:30.245083,771,975
Cambria,Johnstown - Cambria City Voting Precinct,bidenj,12/27/2021 20:35:30.245083,80,173
Cambria,Johnstown - Cambria City Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,6,173
Cambria,Johnstown - Cambria City Voting Precinct,other,12/27/2021 20:35:30.245083,1,173
Cambria,Johnstown - Cambria City Voting Precinct,trumpd,12/27/2021 20:35:30.245083,86,173
Cambria,Johnstown - Center Town Voting Precinct,bidenj,12/27/2021 20:35:30.245083,230,395
Cambria,Johnstown - Center Town Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,6,395
Cambria,Johnstown - Center Town Voting Precinct,other,12/27/2021 20:35:30.245083,0,395
Cambria,Johnstown - Center Town Voting Precinct,trumpd,12/27/2021 20:35:30.245083,159,395
Cambria,Johnstown - Eighteenth Ward Voting Precinct,bidenj,12/27/2021 20:35:30.245083,140,359
Cambria,Johnstown - Eighteenth Ward Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,7,359
Cambria,Johnstown - Eighteenth Ward Voting Precinct,other,12/27/2021 20:35:30.245083,4,359
Cambria,Johnstown - Eighteenth Ward Voting Precinct,trumpd,12/27/2021 20:35:30.245083,208,359
Cambria,Johnstown - Eighth Ward No. 1 Voting Precinct,bidenj,12/27/2021 20:35:30.245083,172,352
Cambria,Johnstown - Eighth Ward No. 1 Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,4,352
Cambria,Johnstown - Eighth Ward No. 1 Voting Precinct,other,12/27/2021 20:35:30.245083,3,352
Cambria,Johnstown - Eighth Ward No. 1 Voting Precinct,trumpd,12/27/2021 20:35:30.245083,173,352
Cambria,Johnstown - Eighth Ward No. 3 Voting Precinct,bidenj,12/27/2021 20:35:30.245083,353,856
Cambria,Johnstown - Eighth Ward No. 3 Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,14,856
Cambria,Johnstown - Eighth Ward No. 3 Voting Precinct,other,12/27/2021 20:35:30.245083,4,856
Cambria,Johnstown - Eighth Ward No. 3 Voting Precinct,trumpd,12/27/2021 20:35:30.245083,485,856
Cambria,Johnstown - Kernville Voting Precinct,bidenj,12/27/2021 20:35:30.245083,150,258
Cambria,Johnstown - Kernville Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,2,258
Cambria,Johnstown - Kernville Voting Precinct,other,12/27/2021 20:35:30.245083,1,258
Cambria,Johnstown - Kernville Voting Precinct,trumpd,12/27/2021 20:35:30.245083,105,258
Cambria,Johnstown - Nineteenth Ward Voting Precinct,bidenj,12/27/2021 20:35:30.245083,208,454
Cambria,Johnstown - Nineteenth Ward Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,10,454
Cambria,Johnstown - Nineteenth Ward Voting Precinct,other,12/27/2021 20:35:30.245083,1,454
Cambria,Johnstown - Nineteenth Ward Voting Precinct,trumpd,12/27/2021 20:35:30.245083,235,454
Cambria,Johnstown - Old Conemaugh/wood Voting Precinct,bidenj,12/27/2021 20:35:30.245083,249,464
Cambria,Johnstown - Old Conemaugh/wood Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,5,464
Cambria,Johnstown - Old Conemaugh/wood Voting Precinct,other,12/27/2021 20:35:30.245083,2,464
Cambria,Johnstown - Old Conemaugh/wood Voting Precinct,trumpd,12/27/2021 20:35:30.245083,208,464
Cambria,Johnstown - Prospect Voting Precinct,bidenj,12/27/2021 20:35:30.245083,158,201
Cambria,Johnstown - Prospect Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,1,201
Cambria,Johnstown - Prospect Voting Precinct,other,12/27/2021 20:35:30.245083,0,201
Cambria,Johnstown - Prospect Voting Precinct,trumpd,12/27/2021 20:35:30.245083,42,201
Cambria,Johnstown - Seventh Ward Voting Precinct,bidenj,12/27/2021 20:35:30.245083,348,581
Cambria,Johnstown - Seventh Ward Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,8,581
Cambria,Johnstown - Seventh Ward Voting Precinct,other,12/27/2021 20:35:30.245083,1,581
Cambria,Johnstown - Seventh Ward Voting Precinct,trumpd,12/27/2021 20:35:30.245083,224,581
Cambria,Johnstown - Twenty-first Ward Voting Precinct,bidenj,12/27/2021 20:35:30.245083,110,296
Cambria,Johnstown - Twenty-first Ward Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,2,296
Cambria,Johnstown - Twenty-first Ward Voting Precinct,other,12/27/2021 20:35:30.245083,1,296
Cambria,Johnstown - Twenty-first Ward Voting Precinct,trumpd,12/27/2021 20:35:30.245083,183,296
Cambria,Johnstown -17th Ward 1 Voting Precinct,bidenj,12/27/2021 20:35:30.245083,232,406
Cambria,Johnstown -17th Ward 1 Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,2,406
Cambria,Johnstown -17th Ward 1 Voting Precinct,other,12/27/2021 20:35:30.245083,3,406
Cambria,Johnstown -17th Ward 1 Voting Precinct,trumpd,12/27/2021 20:35:30.245083,169,406
Cambria,Johnstown -17th Ward 2 Voting Precinct,bidenj,12/27/2021 20:35:30.245083,242,497
Cambria,Johnstown -17th Ward 2 Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,4,497
Cambria,Johnstown -17th Ward 2 Voting Precinct,other,12/27/2021 20:35:30.245083,4,497
Cambria,Johnstown -17th Ward 2 Voting Precinct,trumpd,12/27/2021 20:35:30.245083,247,497
Cambria,Johnstown -17th Ward 3 Voting Precinct,bidenj,12/27/2021 20:35:30.245083,183,398
Cambria,Johnstown -17th Ward 3 Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,6,398
Cambria,Johnstown -17th Ward 3 Voting Precinct,other,12/27/2021 20:35:30.245083,0,398
Cambria,Johnstown -17th Ward 3 Voting Precinct,trumpd,12/27/2021 20:35:30.245083,209,398
Cambria,Johnstown -17th Ward 4 Voting Precinct,bidenj,12/27/2021 20:35:30.245083,117,260
Cambria,Johnstown -17th Ward 4 Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,4,260
Cambria,Johnstown -17th Ward 4 Voting Precinct,other,12/27/2021 20:35:30.245083,0,260
Cambria,Johnstown -17th Ward 4 Voting Precinct,trumpd,12/27/2021 20:35:30.245083,139,260
Cambria,Johnstown-20th Ward 1 Voting Precinct,bidenj,12/27/2021 20:35:30.245083,270,615
Cambria,Johnstown-20th Ward 1 Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,6,615
Cambria,Johnstown-20th Ward 1 Voting Precinct,other,12/27/2021 20:35:30.245083,2,615
Cambria,Johnstown-20th Ward 1 Voting Precinct,trumpd,12/27/2021 20:35:30.245083,337,615
Cambria,Johnstown-20th Ward 2 Voting Precinct,bidenj,12/27/2021 20:35:30.245083,259,480
Cambria,Johnstown-20th Ward 2 Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,5,480
Cambria,Johnstown-20th Ward 2 Voting Precinct,other,12/27/2021 20:35:30.245083,1,480
Cambria,Johnstown-20th Ward 2 Voting Precinct,trumpd,12/27/2021 20:35:30.245083,215,480
Cambria,Lilly Borough - First Ward Voting Precinct,bidenj,12/27/2021 20:35:30.245083,41,171
Cambria,Lilly Borough - First Ward Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,3,171
Cambria,Lilly Borough - First Ward Voting Precinct,other,12/27/2021 20:35:30.245083,1,171
Cambria,Lilly Borough - First Ward Voting Precinct,trumpd,12/27/2021 20:35:30.245083,126,171
Cambria,Lilly Borough - Second Ward Voting Precinct,bidenj,12/27/2021 20:35:30.245083,93,296
Cambria,Lilly Borough - Second Ward Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,1,296
Cambria,Lilly Borough - Second Ward Voting Precinct,other,12/27/2021 20:35:30.245083,1,296
Cambria,Lilly Borough - Second Ward Voting Precinct,trumpd,12/27/2021 20:35:30.245083,201,296
Cambria,Lorain Borough Voting Precinct,bidenj,12/27/2021 20:35:30.245083,93,312
Cambria,Lorain Borough Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,3,312
Cambria,Lorain Borough Voting Precinct,other,12/27/2021 20:35:30.245083,0,312
Cambria,Lorain Borough Voting Precinct,trumpd,12/27/2021 20:35:30.245083,216,312
Cambria,Loretto Borough Voting Precinct,bidenj,12/27/2021 20:35:30.245083,68,198
Cambria,Loretto Borough Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,2,198
Cambria,Loretto Borough Voting Precinct,other,12/27/2021 20:35:30.245083,2,198
Cambria,Loretto Borough Voting Precinct,trumpd,12/27/2021 20:35:30.245083,126,198
Cambria,Lower Yoder Township No. 2 Voting Precinct,bidenj,12/27/2021 20:35:30.245083,252,758
Cambria,Lower Yoder Township No. 2 Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,2,758
Cambria,Lower Yoder Township No. 2 Voting Precinct,other,12/27/2021 20:35:30.245083,2,758
Cambria,Lower Yoder Township No. 2 Voting Precinct,trumpd,12/27/2021 20:35:30.245083,502,758
Cambria,Lower Yoder Township No.1 Voting Precinct,bidenj,12/27/2021 20:35:30.245083,258,736
Cambria,Lower Yoder Township No.1 Voting Precinct,jorgensenj,12/27/2021 20:35:30.245083,4,736
Cambria,Lower Yoder Township No.1 Voting Precinct,other,12/27/2021 20:35:30.245083,3,736
