COUNTY,PRECINCT,CANDIDATE,Timestamp,VOTES,TOTAL_VOTES,GEOID
Kansas_City,W10-P1_2_5_6_7_10,jorgensenj,12/27/2021 20:35:30.138617,40,3067,29095-KANSAS CITY W10-P1,2,5,6,7,10
Kansas_City,W10-P1_2_5_6_7_10,other,12/27/2021 20:35:30.138617,0,3067,29095-KANSAS CITY W10-P1,2,5,6,7,10
Kansas_City,W10-P1_2_5_6_7_10,trumpd,12/27/2021 20:35:30.138617,823,3067,29095-KANSAS CITY W10-P1,2,5,6,7,10
Kansas_City,W10-P11,bidenj,12/27/2021 20:35:30.138617,464,643,29095-KANSAS CITY 10-11
Kansas_City,W10-P11,blankenshipd,12/27/2021 20:35:30.138617,1,643,29095-KANSAS CITY 10-11
Kansas_City,W10-P11,hawkinsh,12/27/2021 20:35:30.138617,3,643,29095-KANSAS CITY 10-11
Kansas_City,W10-P11,jorgensenj,12/27/2021 20:35:30.138617,3,643,29095-KANSAS CITY 10-11
Kansas_City,W10-P11,other,12/27/2021 20:35:30.138617,0,643,29095-KANSAS CITY 10-11
Kansas_City,W10-P11,trumpd,12/27/2021 20:35:30.138617,172,643,29095-KANSAS CITY 10-11
Kansas_City,W10-P12_3,bidenj,12/27/2021 20:35:30.138617,1416,1836,29095-KANSAS CITY W10-P12,3
Kansas_City,W10-P12_3,blankenshipd,12/27/2021 20:35:30.138617,1,1836,29095-KANSAS CITY W10-P12,3
Kansas_City,W10-P12_3,hawkinsh,12/27/2021 20:35:30.138617,12,1836,29095-KANSAS CITY W10-P12,3
Kansas_City,W10-P12_3,jorgensenj,12/27/2021 20:35:30.138617,35,1836,29095-KANSAS CITY W10-P12,3
Kansas_City,W10-P12_3,other,12/27/2021 20:35:30.138617,0,1836,29095-KANSAS CITY W10-P12,3
Kansas_City,W10-P12_3,trumpd,12/27/2021 20:35:30.138617,372,1836,29095-KANSAS CITY W10-P12,3
Kansas_City,W10-P4,bidenj,12/27/2021 20:35:30.138617,252,312,29095-KANSAS CITY 10-04
Kansas_City,W10-P4,blankenshipd,12/27/2021 20:35:30.138617,0,312,29095-KANSAS CITY 10-04
Kansas_City,W10-P4,hawkinsh,12/27/2021 20:35:30.138617,0,312,29095-KANSAS CITY 10-04
Kansas_City,W10-P4,jorgensenj,12/27/2021 20:35:30.138617,6,312,29095-KANSAS CITY 10-04
Kansas_City,W10-P4,other,12/27/2021 20:35:30.138617,0,312,29095-KANSAS CITY 10-04
Kansas_City,W10-P4,trumpd,12/27/2021 20:35:30.138617,54,312,29095-KANSAS CITY 10-04
Kansas_City,W10-P9_8,bidenj,12/27/2021 20:35:30.138617,775,921,29095-KANSAS CITY W10-P9,8
Kansas_City,W10-P9_8,blankenshipd,12/27/2021 20:35:30.138617,0,921,29095-KANSAS CITY W10-P9,8
Kansas_City,W10-P9_8,hawkinsh,12/27/2021 20:35:30.138617,4,921,29095-KANSAS CITY W10-P9,8
Kansas_City,W10-P9_8,jorgensenj,12/27/2021 20:35:30.138617,14,921,29095-KANSAS CITY W10-P9,8
Kansas_City,W10-P9_8,other,12/27/2021 20:35:30.138617,0,921,29095-KANSAS CITY W10-P9,8
Kansas_City,W10-P9_8,trumpd,12/27/2021 20:35:30.138617,128,921,29095-KANSAS CITY W10-P9,8
Kansas_City,W11-P1,bidenj,12/27/2021 20:35:30.138617,634,815,29095-KANSAS CITY 11-01
Kansas_City,W11-P1,blankenshipd,12/27/2021 20:35:30.138617,0,815,29095-KANSAS CITY 11-01
Kansas_City,W11-P1,hawkinsh,12/27/2021 20:35:30.138617,4,815,29095-KANSAS CITY 11-01
Kansas_City,W11-P1,jorgensenj,12/27/2021 20:35:30.138617,10,815,29095-KANSAS CITY 11-01
Kansas_City,W11-P1,other,12/27/2021 20:35:30.138617,0,815,29095-KANSAS CITY 11-01
Kansas_City,W11-P1,trumpd,12/27/2021 20:35:30.138617,167,815,29095-KANSAS CITY 11-01
Kansas_City,W11-P12,bidenj,12/27/2021 20:35:30.138617,1103,1338,29095-KANSAS CITY 11-12
Kansas_City,W11-P12,blankenshipd,12/27/2021 20:35:30.138617,0,1338,29095-KANSAS CITY 11-12
Kansas_City,W11-P12,hawkinsh,12/27/2021 20:35:30.138617,3,1338,29095-KANSAS CITY 11-12
Kansas_City,W11-P12,jorgensenj,12/27/2021 20:35:30.138617,26,1338,29095-KANSAS CITY 11-12
Kansas_City,W11-P12,other,12/27/2021 20:35:30.138617,0,1338,29095-KANSAS CITY 11-12
Kansas_City,W11-P12,trumpd,12/27/2021 20:35:30.138617,206,1338,29095-KANSAS CITY 11-12
Kansas_City,W11-P13_14,bidenj,12/27/2021 20:35:30.138617,1,2,29095-KANSAS CITY W11-P13,14
Kansas_City,W11-P13_14,blankenshipd,12/27/2021 20:35:30.138617,0,2,29095-KANSAS CITY W11-P13,14
Kansas_City,W11-P13_14,hawkinsh,12/27/2021 20:35:30.138617,0,2,29095-KANSAS CITY W11-P13,14
Kansas_City,W11-P13_14,jorgensenj,12/27/2021 20:35:30.138617,0,2,29095-KANSAS CITY W11-P13,14
Kansas_City,W11-P13_14,other,12/27/2021 20:35:30.138617,0,2,29095-KANSAS CITY W11-P13,14
Kansas_City,W11-P13_14,trumpd,12/27/2021 20:35:30.138617,1,2,29095-KANSAS CITY W11-P13,14
Kansas_City,W11-P4_2_3,bidenj,12/27/2021 20:35:30.138617,675,882,29095-KANSAS CITY W11-P4,2,3
Kansas_City,W11-P4_2_3,blankenshipd,12/27/2021 20:35:30.138617,2,882,29095-KANSAS CITY W11-P4,2,3
Kansas_City,W11-P4_2_3,hawkinsh,12/27/2021 20:35:30.138617,4,882,29095-KANSAS CITY W11-P4,2,3
Kansas_City,W11-P4_2_3,jorgensenj,12/27/2021 20:35:30.138617,17,882,29095-KANSAS CITY W11-P4,2,3
Kansas_City,W11-P4_2_3,other,12/27/2021 20:35:30.138617,0,882,29095-KANSAS CITY W11-P4,2,3
Kansas_City,W11-P4_2_3,trumpd,12/27/2021 20:35:30.138617,184,882,29095-KANSAS CITY W11-P4,2,3
Kansas_City,W11-P8_5_6_7_9_10_11,bidenj,12/27/2021 20:35:30.138617,1147,1556,29095-KANSAS CITY W11-P8,5,6,7,9,10,11
Kansas_City,W11-P8_5_6_7_9_10_11,blankenshipd,12/27/2021 20:35:30.138617,5,1556,29095-KANSAS CITY W11-P8,5,6,7,9,10,11
Kansas_City,W11-P8_5_6_7_9_10_11,hawkinsh,12/27/2021 20:35:30.138617,12,1556,29095-KANSAS CITY W11-P8,5,6,7,9,10,11
Kansas_City,W11-P8_5_6_7_9_10_11,jorgensenj,12/27/2021 20:35:30.138617,20,1556,29095-KANSAS CITY W11-P8,5,6,7,9,10,11
Kansas_City,W11-P8_5_6_7_9_10_11,other,12/27/2021 20:35:30.138617,0,1556,29095-KANSAS CITY W11-P8,5,6,7,9,10,11
Kansas_City,W11-P8_5_6_7_9_10_11,trumpd,12/27/2021 20:35:30.138617,372,1556,29095-KANSAS CITY W11-P8,5,6,7,9,10,11
Kansas_City,W12-P1_2_3_5_6_7,bidenj,12/27/2021 20:35:30.138617,1309,1876,29095-KANSAS CITY W12-P1,2,3,5,6,7
Kansas_City,W12-P1_2_3_5_6_7,blankenshipd,12/27/2021 20:35:30.138617,4,1876,29095-KANSAS CITY W12-P1,2,3,5,6,7
Kansas_City,W12-P1_2_3_5_6_7,hawkinsh,12/27/2021 20:35:30.138617,13,1876,29095-KANSAS CITY W12-P1,2,3,5,6,7
Kansas_City,W12-P1_2_3_5_6_7,jorgensenj,12/27/2021 20:35:30.138617,21,1876,29095-KANSAS CITY W12-P1,2,3,5,6,7
Kansas_City,W12-P1_2_3_5_6_7,other,12/27/2021 20:35:30.138617,0,1876,29095-KANSAS CITY W12-P1,2,3,5,6,7
Kansas_City,W12-P1_2_3_5_6_7,trumpd,12/27/2021 20:35:30.138617,529,1876,29095-KANSAS CITY W12-P1,2,3,5,6,7
Kansas_City,W12-P4_8_9_10_11,bidenj,12/27/2021 20:35:30.138617,292,423,29095-KANSAS CITY W12-P4,8,9,10,11
Kansas_City,W12-P4_8_9_10_11,blankenshipd,12/27/2021 20:35:30.138617,0,423,29095-KANSAS CITY W12-P4,8,9,10,11
Kansas_City,W12-P4_8_9_10_11,hawkinsh,12/27/2021 20:35:30.138617,6,423,29095-KANSAS CITY W12-P4,8,9,10,11
Kansas_City,W12-P4_8_9_10_11,jorgensenj,12/27/2021 20:35:30.138617,2,423,29095-KANSAS CITY W12-P4,8,9,10,11
Kansas_City,W12-P4_8_9_10_11,other,12/27/2021 20:35:30.138617,0,423,29095-KANSAS CITY W12-P4,8,9,10,11
Kansas_City,W12-P4_8_9_10_11,trumpd,12/27/2021 20:35:30.138617,123,423,29095-KANSAS CITY W12-P4,8,9,10,11
Kansas_City,W13-P2_5_11,bidenj,12/27/2021 20:35:30.138617,284,392,29095-KANSAS CITY W13-P2,5,11
Kansas_City,W13-P2_5_11,blankenshipd,12/27/2021 20:35:30.138617,0,392,29095-KANSAS CITY W13-P2,5,11
Kansas_City,W13-P2_5_11,hawkinsh,12/27/2021 20:35:30.138617,5,392,29095-KANSAS CITY W13-P2,5,11
Kansas_City,W13-P2_5_11,jorgensenj,12/27/2021 20:35:30.138617,1,392,29095-KANSAS CITY W13-P2,5,11
Kansas_City,W13-P2_5_11,other,12/27/2021 20:35:30.138617,0,392,29095-KANSAS CITY W13-P2,5,11
Kansas_City,W13-P2_5_11,trumpd,12/27/2021 20:35:30.138617,102,392,29095-KANSAS CITY W13-P2,5,11
Kansas_City,W13-P3,bidenj,12/27/2021 20:35:30.138617,218,286,29095-KANSAS CITY 13-03
Kansas_City,W13-P3,blankenshipd,12/27/2021 20:35:30.138617,2,286,29095-KANSAS CITY 13-03
Kansas_City,W13-P3,hawkinsh,12/27/2021 20:35:30.138617,3,286,29095-KANSAS CITY 13-03
Kansas_City,W13-P3,jorgensenj,12/27/2021 20:35:30.138617,0,286,29095-KANSAS CITY 13-03
Kansas_City,W13-P3,other,12/27/2021 20:35:30.138617,0,286,29095-KANSAS CITY 13-03
Kansas_City,W13-P3,trumpd,12/27/2021 20:35:30.138617,63,286,29095-KANSAS CITY 13-03
Kansas_City,W13-P4_1_10_13,bidenj,12/27/2021 20:35:30.138617,597,794,29095-KANSAS CITY W13-P4,1,10,13
Kansas_City,W13-P4_1_10_13,blankenshipd,12/27/2021 20:35:30.138617,1,794,29095-KANSAS CITY W13-P4,1,10,13
Kansas_City,W13-P4_1_10_13,hawkinsh,12/27/2021 20:35:30.138617,6,794,29095-KANSAS CITY W13-P4,1,10,13
Kansas_City,W13-P4_1_10_13,jorgensenj,12/27/2021 20:35:30.138617,11,794,29095-KANSAS CITY W13-P4,1,10,13
Kansas_City,W13-P4_1_10_13,other,12/27/2021 20:35:30.138617,0,794,29095-KANSAS CITY W13-P4,1,10,13
Kansas_City,W13-P4_1_10_13,trumpd,12/27/2021 20:35:30.138617,179,794,29095-KANSAS CITY W13-P4,1,10,13
Kansas_City,W13-P6_7_8_9_12,bidenj,12/27/2021 20:35:30.138617,308,477,29095-KANSAS CITY W13-P6,7,8,9,12
Kansas_City,W13-P6_7_8_9_12,blankenshipd,12/27/2021 20:35:30.138617,0,477,29095-KANSAS CITY W13-P6,7,8,9,12
Kansas_City,W13-P6_7_8_9_12,hawkinsh,12/27/2021 20:35:30.138617,5,477,29095-KANSAS CITY W13-P6,7,8,9,12
Kansas_City,W13-P6_7_8_9_12,jorgensenj,12/27/2021 20:35:30.138617,4,477,29095-KANSAS CITY W13-P6,7,8,9,12
Kansas_City,W13-P6_7_8_9_12,other,12/27/2021 20:35:30.138617,0,477,29095-KANSAS CITY W13-P6,7,8,9,12
Kansas_City,W13-P6_7_8_9_12,trumpd,12/27/2021 20:35:30.138617,160,477,29095-KANSAS CITY W13-P6,7,8,9,12
Kansas_City,W14-P11_5_12_13,bidenj,12/27/2021 20:35:30.138617,489,552,29095-KANSAS CITY W14-P11,5,12,13
Kansas_City,W14-P11_5_12_13,blankenshipd,12/27/2021 20:35:30.138617,0,552,29095-KANSAS CITY W14-P11,5,12,13
Kansas_City,W14-P11_5_12_13,hawkinsh,12/27/2021 20:35:30.138617,5,552,29095-KANSAS CITY W14-P11,5,12,13
Kansas_City,W14-P11_5_12_13,jorgensenj,12/27/2021 20:35:30.138617,5,552,29095-KANSAS CITY W14-P11,5,12,13
Kansas_City,W14-P11_5_12_13,other,12/27/2021 20:35:30.138617,0,552,29095-KANSAS CITY W14-P11,5,12,13
Kansas_City,W14-P11_5_12_13,trumpd,12/27/2021 20:35:30.138617,53,552,29095-KANSAS CITY W14-P11,5,12,13
Kansas_City,W14-P14_15,bidenj,12/27/2021 20:35:30.138617,536,574,29095-KANSAS CITY W14-P14,15
Kansas_City,W14-P14_15,blankenshipd,12/27/2021 20:35:30.138617,3,574,29095-KANSAS CITY W14-P14,15
Kansas_City,W14-P14_15,hawkinsh,12/27/2021 20:35:30.138617,2,574,29095-KANSAS CITY W14-P14,15
Kansas_City,W14-P14_15,jorgensenj,12/27/2021 20:35:30.138617,4,574,29095-KANSAS CITY W14-P14,15
Kansas_City,W14-P14_15,other,12/27/2021 20:35:30.138617,0,574,29095-KANSAS CITY W14-P14,15
Kansas_City,W14-P14_15,trumpd,12/27/2021 20:35:30.138617,29,574,29095-KANSAS CITY W14-P14,15
Kansas_City,W14-P6_1_2_3_4,bidenj,12/27/2021 20:35:30.138617,964,1086,29095-KANSAS CITY W14-P6,1,2,3,4
Kansas_City,W14-P6_1_2_3_4,blankenshipd,12/27/2021 20:35:30.138617,1,1086,29095-KANSAS CITY W14-P6,1,2,3,4
Kansas_City,W14-P6_1_2_3_4,hawkinsh,12/27/2021 20:35:30.138617,1,1086,29095-KANSAS CITY W14-P6,1,2,3,4
Kansas_City,W14-P6_1_2_3_4,jorgensenj,12/27/2021 20:35:30.138617,6,1086,29095-KANSAS CITY W14-P6,1,2,3,4
Kansas_City,W14-P6_1_2_3_4,other,12/27/2021 20:35:30.138617,0,1086,29095-KANSAS CITY W14-P6,1,2,3,4
Kansas_City,W14-P6_1_2_3_4,trumpd,12/27/2021 20:35:30.138617,114,1086,29095-KANSAS CITY W14-P6,1,2,3,4
Kansas_City,W14-P7_8_9_10,bidenj,12/27/2021 20:35:30.138617,1097,1166,29095-KANSAS CITY W14-P7,8,9,10
Kansas_City,W14-P7_8_9_10,blankenshipd,12/27/2021 20:35:30.138617,4,1166,29095-KANSAS CITY W14-P7,8,9,10
Kansas_City,W14-P7_8_9_10,hawkinsh,12/27/2021 20:35:30.138617,3,1166,29095-KANSAS CITY W14-P7,8,9,10
Kansas_City,W14-P7_8_9_10,jorgensenj,12/27/2021 20:35:30.138617,8,1166,29095-KANSAS CITY W14-P7,8,9,10
Kansas_City,W14-P7_8_9_10,other,12/27/2021 20:35:30.138617,0,1166,29095-KANSAS CITY W14-P7,8,9,10
Kansas_City,W14-P7_8_9_10,trumpd,12/27/2021 20:35:30.138617,54,1166,29095-KANSAS CITY W14-P7,8,9,10
Kansas_City,W15-P1_4,bidenj,12/27/2021 20:35:30.138617,303,369,29095-KANSAS CITY W15-P1,4
Kansas_City,W15-P1_4,blankenshipd,12/27/2021 20:35:30.138617,2,369,29095-KANSAS CITY W15-P1,4
Kansas_City,W15-P1_4,hawkinsh,12/27/2021 20:35:30.138617,3,369,29095-KANSAS CITY W15-P1,4
Kansas_City,W15-P1_4,jorgensenj,12/27/2021 20:35:30.138617,2,369,29095-KANSAS CITY W15-P1,4
Kansas_City,W15-P1_4,other,12/27/2021 20:35:30.138617,0,369,29095-KANSAS CITY W15-P1,4
Kansas_City,W15-P1_4,trumpd,12/27/2021 20:35:30.138617,59,369,29095-KANSAS CITY W15-P1,4
Kansas_City,W15-P15,bidenj,12/27/2021 20:35:30.138617,3,3,29095-KANSAS CITY 15-15
Kansas_City,W15-P15,blankenshipd,12/27/2021 20:35:30.138617,0,3,29095-KANSAS CITY 15-15
Kansas_City,W15-P15,hawkinsh,12/27/2021 20:35:30.138617,0,3,29095-KANSAS CITY 15-15
Kansas_City,W15-P15,jorgensenj,12/27/2021 20:35:30.138617,0,3,29095-KANSAS CITY 15-15
Kansas_City,W15-P15,other,12/27/2021 20:35:30.138617,0,3,29095-KANSAS CITY 15-15
Kansas_City,W15-P15,trumpd,12/27/2021 20:35:30.138617,0,3,29095-KANSAS CITY 15-15
Kansas_City,W15-P18_19_24,bidenj,12/27/2021 20:35:30.138617,323,601,29095-KANSAS CITY W15-P18,19,24
Kansas_City,W15-P18_19_24,blankenshipd,12/27/2021 20:35:30.138617,0,601,29095-KANSAS CITY W15-P18,19,24
Kansas_City,W15-P18_19_24,hawkinsh,12/27/2021 20:35:30.138617,4,601,29095-KANSAS CITY W15-P18,19,24
Kansas_City,W15-P18_19_24,jorgensenj,12/27/2021 20:35:30.138617,8,601,29095-KANSAS CITY W15-P18,19,24
Kansas_City,W15-P18_19_24,other,12/27/2021 20:35:30.138617,0,601,29095-KANSAS CITY W15-P18,19,24
Kansas_City,W15-P18_19_24,trumpd,12/27/2021 20:35:30.138617,266,601,29095-KANSAS CITY W15-P18,19,24
Kansas_City,W15-P21_20,bidenj,12/27/2021 20:35:30.138617,189,239,29095-KANSAS CITY W15-P21,20
Kansas_City,W15-P21_20,blankenshipd,12/27/2021 20:35:30.138617,1,239,29095-KANSAS CITY W15-P21,20
Kansas_City,W15-P21_20,hawkinsh,12/27/2021 20:35:30.138617,0,239,29095-KANSAS CITY W15-P21,20
Kansas_City,W15-P21_20,jorgensenj,12/27/2021 20:35:30.138617,5,239,29095-KANSAS CITY W15-P21,20
Kansas_City,W15-P21_20,other,12/27/2021 20:35:30.138617,0,239,29095-KANSAS CITY W15-P21,20
Kansas_City,W15-P21_20,trumpd,12/27/2021 20:35:30.138617,44,239,29095-KANSAS CITY W15-P21,20
Kansas_City,W15-P6_2_3_5_7_8_14_17_22,bidenj,12/27/2021 20:35:30.138617,753,909,29095-KANSAS CITY W15-P6,2,3,5,7,8,14,17,22
Kansas_City,W15-P6_2_3_5_7_8_14_17_22,blankenshipd,12/27/2021 20:35:30.138617,5,909,29095-KANSAS CITY W15-P6,2,3,5,7,8,14,17,22
Kansas_City,W15-P6_2_3_5_7_8_14_17_22,hawkinsh,12/27/2021 20:35:30.138617,5,909,29095-KANSAS CITY W15-P6,2,3,5,7,8,14,17,22
Kansas_City,W15-P6_2_3_5_7_8_14_17_22,jorgensenj,12/27/2021 20:35:30.138617,12,909,29095-KANSAS CITY W15-P6,2,3,5,7,8,14,17,22
Kansas_City,W15-P6_2_3_5_7_8_14_17_22,other,12/27/2021 20:35:30.138617,0,909,29095-KANSAS CITY W15-P6,2,3,5,7,8,14,17,22
Kansas_City,W15-P6_2_3_5_7_8_14_17_22,trumpd,12/27/2021 20:35:30.138617,134,909,29095-KANSAS CITY W15-P6,2,3,5,7,8,14,17,22
Kansas_City,W15-P9_10_11_12_13,bidenj,12/27/2021 20:35:30.138617,1785,1934,29095-KANSAS CITY W15-P9,10,11,12,13
Kansas_City,W15-P9_10_11_12_13,blankenshipd,12/27/2021 20:35:30.138617,8,1934,29095-KANSAS CITY W15-P9,10,11,12,13
Kansas_City,W15-P9_10_11_12_13,hawkinsh,12/27/2021 20:35:30.138617,10,1934,29095-KANSAS CITY W15-P9,10,11,12,13
Kansas_City,W15-P9_10_11_12_13,jorgensenj,12/27/2021 20:35:30.138617,14,1934,29095-KANSAS CITY W15-P9,10,11,12,13
Kansas_City,W15-P9_10_11_12_13,other,12/27/2021 20:35:30.138617,0,1934,29095-KANSAS CITY W15-P9,10,11,12,13
Kansas_City,W15-P9_10_11_12_13,trumpd,12/27/2021 20:35:30.138617,117,1934,29095-KANSAS CITY W15-P9,10,11,12,13
Kansas_City,W16-P10_7_8_13_14_15,bidenj,12/27/2021 20:35:30.138617,1141,1307,29095-KANSAS CITY W16-P10,7,8,13,14,15
Kansas_City,W16-P10_7_8_13_14_15,blankenshipd,12/27/2021 20:35:30.138617,5,1307,29095-KANSAS CITY W16-P10,7,8,13,14,15
Kansas_City,W16-P10_7_8_13_14_15,hawkinsh,12/27/2021 20:35:30.138617,7,1307,29095-KANSAS CITY W16-P10,7,8,13,14,15
Kansas_City,W16-P10_7_8_13_14_15,jorgensenj,12/27/2021 20:35:30.138617,7,1307,29095-KANSAS CITY W16-P10,7,8,13,14,15
Kansas_City,W16-P10_7_8_13_14_15,other,12/27/2021 20:35:30.138617,0,1307,29095-KANSAS CITY W16-P10,7,8,13,14,15
Kansas_City,W16-P10_7_8_13_14_15,trumpd,12/27/2021 20:35:30.138617,147,1307,29095-KANSAS CITY W16-P10,7,8,13,14,15
Kansas_City,W16-P3_1_4_5,bidenj,12/27/2021 20:35:30.138617,1739,1843,29095-KANSAS CITY W16-P3,1,4,5
Kansas_City,W16-P3_1_4_5,blankenshipd,12/27/2021 20:35:30.138617,4,1843,29095-KANSAS CITY W16-P3,1,4,5
Kansas_City,W16-P3_1_4_5,hawkinsh,12/27/2021 20:35:30.138617,9,1843,29095-KANSAS CITY W16-P3,1,4,5
Kansas_City,W16-P3_1_4_5,jorgensenj,12/27/2021 20:35:30.138617,9,1843,29095-KANSAS CITY W16-P3,1,4,5
Kansas_City,W16-P3_1_4_5,other,12/27/2021 20:35:30.138617,0,1843,29095-KANSAS CITY W16-P3,1,4,5
Kansas_City,W16-P3_1_4_5,trumpd,12/27/2021 20:35:30.138617,82,1843,29095-KANSAS CITY W16-P3,1,4,5
Kansas_City,W16-P6_2_9_11_12,bidenj,12/27/2021 20:35:30.138617,1705,1824,29095-KANSAS CITY W16-P6,2,9,11,12
Kansas_City,W16-P6_2_9_11_12,blankenshipd,12/27/2021 20:35:30.138617,5,1824,29095-KANSAS CITY W16-P6,2,9,11,12
Kansas_City,W16-P6_2_9_11_12,hawkinsh,12/27/2021 20:35:30.138617,11,1824,29095-KANSAS CITY W16-P6,2,9,11,12
Kansas_City,W16-P6_2_9_11_12,jorgensenj,12/27/2021 20:35:30.138617,17,1824,29095-KANSAS CITY W16-P6,2,9,11,12
Kansas_City,W16-P6_2_9_11_12,other,12/27/2021 20:35:30.138617,0,1824,29095-KANSAS CITY W16-P6,2,9,11,12
Kansas_City,W16-P6_2_9_11_12,trumpd,12/27/2021 20:35:30.138617,86,1824,29095-KANSAS CITY W16-P6,2,9,11,12
Kansas_City,W17-P1_2_4_10_12_15_16,bidenj,12/27/2021 20:35:30.138617,1780,1904,29095-KANSAS CITY W17-P1,2,4,10,12,15,16
Kansas_City,W17-P1_2_4_10_12_15_16,blankenshipd,12/27/2021 20:35:30.138617,4,1904,29095-KANSAS CITY W17-P1,2,4,10,12,15,16
Kansas_City,W17-P1_2_4_10_12_15_16,hawkinsh,12/27/2021 20:35:30.138617,8,1904,29095-KANSAS CITY W17-P1,2,4,10,12,15,16
Kansas_City,W17-P1_2_4_10_12_15_16,jorgensenj,12/27/2021 20:35:30.138617,18,1904,29095-KANSAS CITY W17-P1,2,4,10,12,15,16
Kansas_City,W17-P1_2_4_10_12_15_16,other,12/27/2021 20:35:30.138617,0,1904,29095-KANSAS CITY W17-P1,2,4,10,12,15,16
Kansas_City,W17-P1_2_4_10_12_15_16,trumpd,12/27/2021 20:35:30.138617,94,1904,29095-KANSAS CITY W17-P1,2,4,10,12,15,16
Kansas_City,W17-P13_7_8,bidenj,12/27/2021 20:35:30.138617,763,954,29095-KANSAS CITY W17-P13,7,8
Kansas_City,W17-P13_7_8,blankenshipd,12/27/2021 20:35:30.138617,1,954,29095-KANSAS CITY W17-P13,7,8
Kansas_City,W17-P13_7_8,hawkinsh,12/27/2021 20:35:30.138617,3,954,29095-KANSAS CITY W17-P13,7,8
Kansas_City,W17-P13_7_8,jorgensenj,12/27/2021 20:35:30.138617,9,954,29095-KANSAS CITY W17-P13,7,8
Kansas_City,W17-P13_7_8,other,12/27/2021 20:35:30.138617,0,954,29095-KANSAS CITY W17-P13,7,8
Kansas_City,W17-P13_7_8,trumpd,12/27/2021 20:35:30.138617,178,954,29095-KANSAS CITY W17-P13,7,8
Kansas_City,W17-P6_5_9_11_14,bidenj,12/27/2021 20:35:30.138617,2004,2216,29095-KANSAS CITY W17-P6,5,9,11,14
Kansas_City,W17-P6_5_9_11_14,blankenshipd,12/27/2021 20:35:30.138617,8,2216,29095-KANSAS CITY W17-P6,5,9,11,14
